Id,SalePrice
1461,193878.6934220586
1462,209568.92454135168
1463,210547.62579527945
1464,211926.67699467653
1465,212668.80155068362
1466,186040.0552513909
1467,217637.91485706432
1468,211926.67699467653
1469,214879.81245827017
1470,270985.9698663489
1471,220173.21875949035
1472,151292.8560702625
1473,187148.18725458405
1474,212001.7251297423
1475,244417.5954228268
1476,227096.2401880434
1477,260073.15099311387
1478,254556.94619552558
1479,310060.1661405867
1480,251798.8437967319
1481,217442.88179226435
1482,250966.88408854196
1483,254556.94619552558
1484,250966.88408854196
1485,207855.75363340304
1486,220200.9841910585
1487,211926.67699467653
1488,254556.94619552558
1489,260073.15099311387
1490,254556.94619552558
1491,220200.9841910585
1492,96991.28560847415
1493,276502.1746639367
1494,166830.75656128488
1495,184661.00405199383
1496,227068.47475647525
1497,215792.91139666378
1498,194652.60446339074
1499,194652.60446339074
1500,217171.9625960604
1501,189136.39966580246
1502,214413.8601972667
1503,316955.4221375716
1504,214684.7793934702
1505,250419.79259733483
1506,183161.63487213984
1507,183891.1140644186
1508,122669.05518563857
1509,153551.98767768487
1510,200773.9494190435
1511,181782.58367274277
1512,227504.60477098002
1513,133702.3399112227
1514,146230.31376939575
1515,144733.87437599036
1516,82676.5704031258
1517,109014.54921565206
1518,119033.74648802246
1519,251798.8437967319
1520,169980.28408999142
1521,169980.28408999142
1522,206810.82214255753
1523,92329.92879890485
1524,184983.4873096799
1525,164464.0792924036
1526,99385.61374445718
1527,151178.1267161092
1528,108712.18321798995
1529,180485.52816910727
1530,216464.18053833657
1531,56070.75328343082
1532,176591.79846693296
1533,167222.18169119774
1534,100190.61791320007
1535,102437.82613700225
1536,100604.23599528681
1537,99263.83214862553
1538,74345.89524292851
1539,175016.63279890828
1540,126582.18102583049
1541,129507.94321880768
1542,84055.62160252288
1543,192556.90361811232
1544,64297.90115409922
1545,68886.05840915602
1546,115773.79918865368
1547,73023.21200734723
1548,122265.2108544861
1549,145188.4133183087
1550,56474.5976145833
1551,101128.4392066649
1552,35788.8296236286
1553,140155.89610741753
1554,40727.99853147488
1555,172129.22527696373
1556,79514.62367317965
1557,153382.12784609437
1558,91405.41654182614
1559,152965.4104172669
1560,74158.8478241588
1561,229917.49516541403
1562,181782.58367274277
1563,185919.73727093352
1564,230301.9518719803
1565,151563.77526646643
1566,235770.8973298942
1567,131467.56559339864
1568,184345.65300673695
1569,108474.6988605163
1570,255085.6287589196
1571,104575.0296197992
1572,187741.5897084736
1573,260073.15099311387
1574,217843.23173773318
1575,294429.8402560977
1576,214684.7793934702
1577,260073.15099311387
1578,140200.89108411444
1579,172135.5533426563
1580,210547.62579527945
1581,271446.7325574715
1582,235770.8973298942
1583,307302.06374179304
1584,210547.62579527945
1585,246829.7304903512
1586,111640.18087591478
1587,184225.33502627956
1588,182391.7448845646
1589,113470.2357321779
1590,232559.08450060783
1591,220454.3617874352
1592,151348.59246291444
1593,123193.25839701666
1594,281996.5978912766
1595,143424.90541234537
1596,112611.85245870706
1597,126992.70263914704
1598,194065.24163943325
