Id,SalePrice
1461,119535.61087981082
1462,152712.7819902355
1463,168158.43526638913
1464,177806.17202999248
1465,264192.83142132836
1466,180426.2618808394
1467,156383.0844260089
1468,170665.14282866463
1469,183279.12299761406
1470,110597.30486600651
1471,172108.17118490636
1472,99886.00437353953
1473,94348.21247400975
1474,153123.42953703116
1475,140255.7515487243
1476,388612.18064856855
1477,270618.69685953925
1478,355938.1189791835
1479,284900.755262195
1480,407209.68115850154
1481,306888.96028498875
1482,261679.5667801792
1483,163421.36500573493
1484,174024.32649741013
1485,184974.47525404443
1486,203417.85283157465
1487,331552.770660303
1488,244484.2136973824
1489,189355.76032823493
1490,183214.9433202014
1491,199562.2446495188
1492,136406.57631943375
1493,161426.29492256168
1494,325079.6074993871
1495,318709.19296007307
1496,203226.82424448332
1497,213090.69191825992
1498,188431.02273381836
1499,188431.02273381836
1500,171296.103214388
1501,185475.4129954419
1502,182266.105437708
1503,235390.9606856196
1504,257481.91433001516
1505,203432.32148768698
1506,186436.82298144881
1507,220652.11397486148
1508,189622.03025110584
1509,176983.94979407956
1510,136797.37930891992
1511,135615.77016049874
1512,151079.43771157562
1513,175625.7246074458
1514,162279.03746617617
1515,199936.40728325048
1516,164374.75054204432
1517,142386.5455192506
1518,155908.62292686212
1519,179454.69762943793
1520,132225.06564763802
1521,135461.647228096
1522,165607.7340012664
1523,133972.61628042508
1524,128166.49509436535
1525,123440.05850068072
1526,124262.04747349545
1527,115888.85887850125
1528,147318.4793561389
1529,133869.04359326747
1530,156103.4865030962
1531,129999.80805143667
1532,91570.99950679281
1533,112685.84124597089
1534,118686.00194270894
1535,127378.894135034
1536,107445.66154427704
1537,59280.173756288954
1538,189613.6427504629
1539,225678.40893270867
1540,159385.08976400708
1541,129936.97600811039
1542,144147.72562317707
1543,197490.90059028644
1544,92414.61871220647
1545,130420.15097236188
1546,133708.10686362075
1547,135979.2102058308
1548,145010.45523982312
1549,114761.61984505088
1550,140243.27800230714
1551,109284.5030661406
1552,136061.9767259452
1553,134560.6639801932
1554,122436.32663117611
1555,194114.9073631424
1556,170945.09319192753
1557,115339.56167544983
1558,101971.60720024107
1559,132396.65692691098
1560,130135.36318611476
1561,159639.65177705482
1562,119566.86528678154
1563,118128.38458435578
1564,144277.90878202402
1565,147719.98760568566
1566,214167.52893125569
1567,104360.893355265
1568,220767.54100185027
1569,113555.76320483087
1570,120169.47257438523
1571,124496.37241418785
1572,114272.06049924903
1573,161450.318170248
1574,120745.22366016492
1575,187951.6504085109
1576,187924.37638578686
1577,185815.0513164928
1578,169583.74742985843
1579,142695.36419876653
1580,209960.97739292518
1581,145829.19715762264
1582,138123.05053748464
1583,260414.36847918894
1584,230818.94757809865
1585,147616.66436868525
1586,63722.68172793859
1587,105024.68455508346
1588,115505.0439584711
1589,103381.53067500977
1590,121299.70741200549
1591,95161.64094686258
1592,110407.62783856152
1593,98735.02561978312
1594,171749.37900041562
1595,129416.12283490188
1596,237528.1802744448
1597,209872.1607077954
1598,212817.13677920232
1599,173827.0424833343
1600,181892.80927907876
1601,43528.999078269575
1602,110538.2252632257
1603,83424.0468928653
1604,248269.2291115975
1605,245598.1402657869
1606,158436.21724494227
1607,197634.81638604417
1608,204467.27942070548
1609,197685.87039498406
1610,179585.47263730576
1611,146425.2621844966
1612,154953.39777744928
1613,150535.20704857018
1614,96914.50129828858
1615,96247.45932343238
1616,96247.45932343238
1617,96247.45932343238
1618,126389.28097213781
1619,124282.93422930012
1620,206430.45719997105
1621,146939.00529250578
1622,157470.73900669438
1623,239792.84314528297
1624,184739.86437501328
1625,129748.4650622243
1626,158107.08462433208
1627,178011.66927319617
1628,267434.06196928135
1629,198023.55019747806
1630,327999.7254360709
1631,274364.9449599105
1632,287516.768524946
1633,185385.46974045178
1634,179450.14997562193
1635,173285.23267951154
1636,156537.20735841166
1637,183827.60006066968
1638,216774.9403767156
1639,178319.68187490347
1640,248781.13600568872
1641,180169.15706373655
1642,223571.0513216476
1643,258817.64641083908
1644,255581.0648303811
1645,164818.8718012311
1646,149806.9393803929
1647,172747.15602032724
1648,134125.91514727206
1649,127447.25474315247
1650,109672.56727158994
1651,109672.56727158994
1652,99886.00437353953
1653,99886.00437353953
1654,157849.86613071576
1655,151506.72561412578
1656,153123.42953703116
1657,157849.86613071576
1658,153123.42953703116
1659,140255.7515487243
1660,131043.45649921687
1661,411114.12877937144
1662,406901.43529369606
1663,372480.6470570797
1664,437134.9529760793
1665,357890.3427896185
1666,282845.7828301582
1667,320760.0242012371
1668,358249.96296522487
1669,347358.60907542985
1670,361589.2931672847
1671,245955.20979533726
1672,394674.34932307707
1673,314595.1069051267
1674,273803.9041291963
1675,206318.34214510396
1676,203646.87798345613
1677,225302.73685336745
1678,427784.8284103119
1679,304320.2447449427
1680,365493.7407881546
1681,343505.53576536087
1682,279249.5810740938
1683,227717.3294610107
1684,189187.16873971987
1685,171949.50059868762
1686,177877.39980747912
1687,184974.47525404443
1688,198126.2988190799
1689,196276.8236302468
1690,190882.5209961502
1691,183330.49730841498
1692,253100.62925582464
1693,184974.47525404443
1694,173182.4840579097
1695,187851.43665889595
1696,233163.5787853073
1697,187851.43665889595
1698,342444.12455009803
1699,310386.55461032403
1700,274523.4677915215
1701,319068.81313567946
1702,249673.01908827532
1703,247720.79527784037
1704,249981.26495308083
1705,236110.20103683247
